year,month,Ontario_demand,northwest,northeast,ottawa,east,toronto,essa,bruce,southwest,niagara,west
2012,12,16311.540323,553.36155914,1380.3924731,1004.0551075,1221.1155914,5782.1075269,1034.9086022,67.012096774,3190.7983871,505.29704301,1529.2513441
2013,1,17324.606183,588.31182796,1462.7352151,1136.9475806,1247.5793011,6074.2782258,1111.686828,64.607526882,3410.5833333,546.62096774,1648.8776882
2013,2,17473.580357,579.38988095,1479.5639881,1160.7678571,1187.141369,6167.1741071,1127.9107143,74.964285714,3404.0669643,524.49702381,1708.6755952
2013,3,16073.009409,518.26478495,1369.9677419,919.89516129,1142.4301075,5793.3736559,982.85349462,85.47983871,3135.3669355,487.76612903,1527.7110215
2013,4,15201.258333,462.475,1311.6305556,853.46666667,1064.9736111,5578.0319444,879.22638889,82.8,3076.6,467.575,1393.5416667
2013,5,14496.537634,413.79569892,1149.9475806,843.22580645,930.90456989,5437.6142473,799.66129032,62.310483871,2879.7325269,467.88978495,1438.2271505
2013,6,15520.3875,462.64444444,1112.0611111,878.16666667,970.51944444,5856.2277778,857.65277778,61.576388889,3114.1402778,517.1,1599.9791667
2013,7,17100.412634,451.14112903,1191.7405914,956.41129032,1156.8104839,6489.233871,967.87768817,53.11827957,3467.358871,569.25537634,1749.2526882
2013,8,16263.912634,467.56182796,1147.2123656,835.48790323,1104.9758065,6100.9086022,915.18548387,55.690860215,3299.6814516,558.84408602,1707.3454301
2013,9,15051.620833,460.27083333,1140.0638889,765.85694444,1004.5861111,5614.4666667,812.7,41.4125,3116.7236111,477.25138889,1573.9861111
2013,10,14967.323925,503.2405914,1239.561828,787.85887097,1011.0591398,5450.4180108,806.36693548,61.698924731,3086.0604839,485.88978495,1487.6948925
2013,11,16167.983333,567.20277778,1330.6319444,914.5,1162.7166667,5816.7472222,946.06805556,53.683333333,3277.2652778,501.17361111,1550.6319444
2013,12,17210.807796,641.43548387,1429.7567204,1146.594086,1191.9771505,6034.780914,1122.0134409,58.685483871,3454.6075269,533.9327957,1612.2137097
2014,1,18297.844086,646.44623656,1519.2244624,1218.8481183,1243.6021505,6531.8225806,1205.4973118,104.50403226,3615.5564516,577.74462366,1688.311828
2014,2,17957.255952,600.94494048,1553.2053571,1099.2366071,1230.1502976,6391.2098214,1165.3333333,155.04017857,3515.4419643,589.20386905,1692.8184524
2014,3,17032.357527,555.8844086,1527.9758065,1059.1357527,1113.3655914,6081.6948925,1047.7836022,110.64784946,3392.8319892,554.28897849,1601.7594086
2014,4,15051.116667,494.0375,1319.4152778,837.49444444,1022.6361111,5483.3694444,858.43472222,120.77361111,3037.5819444,471.58611111,1418.3277778
2014,5,14304.547043,444.87634409,1101.3763441,777.48252688,923.02688172,5362.8669355,770.79973118,73.463709677,2960.5282258,436.0577957,1439.4771505
2014,6,15595.205556,436.97222222,1102.3541667,880.475,975.30416667,5927.3541667,821.55972222,45.472222222,3263.1222222,486.6125,1651.8833333
